Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
173,1746326773578,04/05/2025 02:46:13,1746312373578,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 15,4whdcn,15,"Playing video games, mobile games, online games",response,value,0,,,Games,6,object-151,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
174,1746326773579,04/05/2025 02:46:13,1746312373579,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 15,4whdcn,15,"Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps",response,value,1,,,Internet,7,object-153,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
175,1746326773580,04/05/2025 02:46:13,1746312373580,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 15,4whdcn,15,"At home (e.g., with your partner, child(ren), roommates)",response,value,1,,,Home,9,object-156,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
176,1746326773581,04/05/2025 02:46:13,1746312373581,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 15,4whdcn,15,"With family (parents, siblings, grandparents, caregivers, extended family - note: this may be the same as the context above for you)",response,value,1,,,Family,10,object-157,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
177,1746326773582,04/05/2025 02:46:13,1746312373582,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 15,4whdcn,15,"In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community)",response,value,1,,,Social,11,object-158,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
178,1746326773582,04/05/2025 02:46:13,1746312373582,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 15,4whdcn,15,In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes),response,value,2,,,Work/school,12,object-159,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
179,1746326773583,04/05/2025 02:46:13,1746312373583,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 15,4whdcn,15,"Out of home in commercial or official contexts (e.g., restaurants, stores, doctor’s office, bank)",response,value,1,,,Out of home,13,object-160,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
180,1746326773584,04/05/2025 02:46:13,1746312373584,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 15,4whdcn,15,In situations and settings not listed above,response,value,,,,Other,15,object-162,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
181,1746326773585,04/05/2025 02:46:13,1746312373585,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 15,4whdcn,15,Please specify:,response,value,,,,Other please specify,16,object-163,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
182,1746326773586,04/05/2025 02:46:13,1746312373586,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 3 hours**",response,Language 1:-value,English,,,Watching,3,object-170,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
183,1746326773587,04/05/2025 02:46:13,1746312373587,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 3 hours**",response,Hours:-2-value,3,,,Watching,3,object-170,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
184,1746326773588,04/05/2025 02:46:13,1746312373588,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 3 hours**",response,Language 2:-value,,,,Watching,3,object-170,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
185,1746326773589,04/05/2025 02:46:13,1746312373589,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 3 hours**",response,Hours:-4-value,,,,Watching,3,object-170,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
186,1746326773589,04/05/2025 02:46:13,1746312373589,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 3 hours**",response,Language 3:-value,,,,Watching,3,object-170,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
187,1746326773590,04/05/2025 02:46:13,1746312373590,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 3 hours**",response,Hours:-6-value,,,,Watching,3,object-170,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
188,1746326773591,04/05/2025 02:46:13,1746312373591,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 3 hours**",response,Language 4:-value,,,,Watching,3,object-170,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
189,1746326773592,04/05/2025 02:46:13,1746312373592,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 3 hours**",response,Hours:-8-value,,,,Watching,3,object-170,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
190,1746326773593,04/05/2025 02:46:13,1746312373593,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 0 hours**",response,Language 1:-value,,,,Listening,4,object-171,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
191,1746326773594,04/05/2025 02:46:13,1746312373594,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 0 hours**",response,Hours:-2-value,,,,Listening,4,object-171,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
192,1746326773595,04/05/2025 02:46:13,1746312373595,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 0 hours**",response,Language 2:-value,,,,Listening,4,object-171,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
193,1746326773596,04/05/2025 02:46:13,1746312373596,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 0 hours**",response,Hours:-4-value,,,,Listening,4,object-171,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
194,1746326773596,04/05/2025 02:46:13,1746312373596,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 0 hours**",response,Language 3:-value,,,,Listening,4,object-171,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
195,1746326773597,04/05/2025 02:46:13,1746312373597,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 0 hours**",response,Hours:-6-value,,,,Listening,4,object-171,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
196,1746326773598,04/05/2025 02:46:13,1746312373598,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 0 hours**",response,Language 4:-value,,,,Listening,4,object-171,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
197,1746326773599,04/05/2025 02:46:13,1746312373599,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 0 hours**",response,Hours:-8-value,,,,Listening,4,object-171,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
198,1746326773600,04/05/2025 02:46:13,1746312373600,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Language 1:-value,,,,Games,5,object-172,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
199,1746326773601,04/05/2025 02:46:13,1746312373601,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Hours:-2-value,,,,Games,5,object-172,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
200,1746326773602,04/05/2025 02:46:13,1746312373602,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Language 2:-value,,,,Games,5,object-172,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
201,1746326773603,04/05/2025 02:46:13,1746312373603,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Hours:-4-value,,,,Games,5,object-172,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
202,1746326773604,04/05/2025 02:46:13,1746312373604,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Language 3:-value,,,,Games,5,object-172,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
203,1746326773605,04/05/2025 02:46:13,1746312373605,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Hours:-6-value,,,,Games,5,object-172,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
204,1746326773606,04/05/2025 02:46:13,1746312373606,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Language 4:-value,,,,Games,5,object-172,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
205,1746326773607,04/05/2025 02:46:13,1746312373607,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Hours:-8-value,,,,Games,5,object-172,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
206,1746326773608,04/05/2025 02:46:13,1746312373608,-4,03/05/2025 18:46:13,220234,3,questionnaire-9kaq,,45844572,BLIND,13022571,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1920x1080,1920x968,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,FailedHeadphoneCheck,SucceededHeadphoneCheck,eligible,F-same J-different,spreadsheet2,,spreadsheet4,,day 1 complete,,Page 16,wzot46,16,"d) Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps <br></br>
**You listed: 1 hours**",response,Language 1:-value,English,,,Internet,6,object-173,Chinese,English,,,3,0,0,1,1,1,1,2,1,,
