Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
74,1745793197262,27/04/2025 22:33:17,1745778797262,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **Spanish**..._,response,Online games-value,N/A,,,Language 1,3,object-40,Spanish,English,Japanese,,,,,,,,,,,,
75,1745793197262,27/04/2025 22:33:17,1745778797262,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **English**..._,response,At home-value,3,,,Language 2,4,object-41,Spanish,English,Japanese,,,,,,,,,,,,
76,1745793197263,27/04/2025 22:33:17,1745778797263,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **English**..._,response,With friends-value,3,,,Language 2,4,object-41,Spanish,English,Japanese,,,,,,,,,,,,
77,1745793197263,27/04/2025 22:33:17,1745778797263,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **English**..._,response,At school-value,3,,,Language 2,4,object-41,Spanish,English,Japanese,,,,,,,,,,,,
78,1745793197263,27/04/2025 22:33:17,1745778797263,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **English**..._,response,At work-value,14,,,Language 2,4,object-41,Spanish,English,Japanese,,,,,,,,,,,,
79,1745793197264,27/04/2025 22:33:17,1745778797264,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **English**..._,response,Language software-value,18,,,Language 2,4,object-41,Spanish,English,Japanese,,,,,,,,,,,,
80,1745793197264,27/04/2025 22:33:17,1745778797264,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **English**..._,response,Online games-value,15,,,Language 2,4,object-41,Spanish,English,Japanese,,,,,,,,,,,,
81,1745793197264,27/04/2025 22:33:17,1745778797264,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **Japanese**..._,response,At home-value,20,,,Language 3,5,object-42,Spanish,English,Japanese,,,,,,,,,,,,
82,1745793197265,27/04/2025 22:33:17,1745778797265,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **Japanese**..._,response,With friends-value,N/A,,,Language 3,5,object-42,Spanish,English,Japanese,,,,,,,,,,,,
83,1745793197265,27/04/2025 22:33:17,1745778797265,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **Japanese**..._,response,At school-value,19,,,Language 3,5,object-42,Spanish,English,Japanese,,,,,,,,,,,,
84,1745793197265,27/04/2025 22:33:17,1745778797265,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **Japanese**..._,response,At work-value,N/A,,,Language 3,5,object-42,Spanish,English,Japanese,,,,,,,,,,,,
85,1745793197266,27/04/2025 22:33:17,1745778797266,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **Japanese**..._,response,Language software-value,N/A,,,Language 3,5,object-42,Spanish,English,Japanese,,,,,,,,,,,,
86,1745793197266,27/04/2025 22:33:17,1745778797266,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 6,1f2d16,6,_Age you started using **Japanese**..._,response,Online games-value,N/A,,,Language 3,5,object-42,Spanish,English,Japanese,,,,,,,,,,,,
87,1745793197267,27/04/2025 22:33:17,1745778797267,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Elementary school**,response,Language-value,English,,,Elementary school,3,object-46,Spanish,English,Japanese,,,,,,,,,,,,
88,1745793197268,27/04/2025 22:33:17,1745778797268,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Elementary school**,response,(Switched to)-value,,,,Elementary school,3,object-46,Spanish,English,Japanese,,,,,,,,,,,,
89,1745793197268,27/04/2025 22:33:17,1745778797268,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages elementary school,4,object-47,Spanish,English,Japanese,,,,,,,,,,,,
90,1745793197268,27/04/2025 22:33:17,1745778797268,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Middle school**,response,Language-value,English,,,Middle school,5,object-48,Spanish,English,Japanese,,,,,,,,,,,,
91,1745793197269,27/04/2025 22:33:17,1745778797269,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Middle school**,response,(Switched to)-value,,,,Middle school,5,object-48,Spanish,English,Japanese,,,,,,,,,,,,
92,1745793197269,27/04/2025 22:33:17,1745778797269,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages middle school,6,object-49,Spanish,English,Japanese,,,,,,,,,,,,
93,1745793197270,27/04/2025 22:33:17,1745778797270,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**High school**,response,Language-value,English,,,High school,7,object-50,Spanish,English,Japanese,,,,,,,,,,,,
94,1745793197270,27/04/2025 22:33:17,1745778797270,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**High school**,response,(Switched to)-value,,,,High school,7,object-50,Spanish,English,Japanese,,,,,,,,,,,,
95,1745793197271,27/04/2025 22:33:17,1745778797271,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages high school,8,object-51,Spanish,English,Japanese,,,,,,,,,,,,
96,1745793197271,27/04/2025 22:33:17,1745778797271,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**College (Bachelor)**,response,Language-value,English,,,College (Bachelor),9,object-52,Spanish,English,Japanese,,,,,,,,,,,,
97,1745793197271,27/04/2025 22:33:17,1745778797271,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**College (Bachelor)**,response,(Switched to)-value,,,,College (Bachelor),9,object-52,Spanish,English,Japanese,,,,,,,,,,,,
98,1745793197272,27/04/2025 22:33:17,1745778797272,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages college,10,object-53,Spanish,English,Japanese,,,,,,,,,,,,
99,1745793197272,27/04/2025 22:33:17,1745778797272,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Graduate school (Master)**,response,Language-value,,,,Graduate school (Master),11,object-54,Spanish,English,Japanese,,,,,,,,,,,,
100,1745793197273,27/04/2025 22:33:17,1745778797273,-4,27/04/2025 14:33:17,220221,4,questionnaire-9kaq,repeat-m9cn#4,45688841,BLIND,13022562,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x911,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet4,,spreadsheet4,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Graduate school (Master)**,response,(Switched to)-value,,,,Graduate school (Master),11,object-54,Spanish,English,Japanese,,,,,,,,,,,,
